gene	disease
uniprotkb:G3V3U5	Cataract
uniprotkb:G3V223	Cataract
uniprotkb:Q9UJA3	Primary ovarian insufficiency
uniprotkb:A6NFY7	Leigh disease
uniprotkb:Q9BXU8	46,XY sex reversal
uniprotkb:A0A384NPV7	46,XY sex reversal
uniprotkb:A6NNU8	46,XY sex reversal
uniprotkb:P51843	46,XY sex reversal
uniprotkb:F1D8P4	46,XY sex reversal
uniprotkb:Q96QS3	Lissencephaly
uniprotkb:Q96QS3	Epilepsy
uniprotkb:P50583	Neuropathy
uniprotkb:P12004	Neurodegenerative disease
uniprotkb:Q96L58	Ehlers-Danlos syndrome
uniprotkb:Q96L58	Ehlers-Danlos syndrome
uniprotkb:P23771	Rheumatoid arthritis
uniprotkb:A0A2R8Y4T2	Rheumatoid arthritis
uniprotkb:A0A2R8Y2A9	Rheumatoid arthritis
uniprotkb:Q96NR3	Autism spectrum disorder
uniprotkb:X5DNX9	Autism spectrum disorder
uniprotkb:A0A494C0G5	ITM2B-related cerebral amyloid angiopathy 1
uniprotkb:A0A494C1I6	ITM2B-related cerebral amyloid angiopathy 1
uniprotkb:A0A087X208	ITM2B-related cerebral amyloid angiopathy 1
uniprotkb:A0A494C0G5	ITM2B-related cerebral amyloid angiopathy 2
uniprotkb:A0A494C1I6	ITM2B-related cerebral amyloid angiopathy 2
uniprotkb:A0A087X208	ITM2B-related cerebral amyloid angiopathy 2
uniprotkb:A0A494C0G5	Parkinson's disease
uniprotkb:A0A494C1I6	Parkinson's disease
uniprotkb:A0A087X208	Parkinson's disease
uniprotkb:A0A494C0G5	Congenital myasthenic syndrome
uniprotkb:A0A494C1I6	Congenital myasthenic syndrome
uniprotkb:A0A087X208	Congenital myasthenic syndrome
uniprotkb:A0A494C0G5	Congenital myasthenic syndrome
uniprotkb:A0A494C1I6	Congenital myasthenic syndrome
uniprotkb:A0A087X208	Congenital myasthenic syndrome
uniprotkb:P04156	Amyloidosis
uniprotkb:Q53YK7	Amyloidosis
uniprotkb:O43462	Osteogenesis imperfecta
uniprotkb:B9ZVQ3	Osteogenesis imperfecta
uniprotkb:O43462	Osteogenesis imperfecta
uniprotkb:B9ZVQ3	Osteogenesis imperfecta
uniprotkb:O43462	Palmoplantar keratosis
uniprotkb:B9ZVQ3	Palmoplantar keratosis
uniprotkb:Q9UHP9	Nonsyndromic deafness
uniprotkb:A0A024RBY1	Nonsyndromic deafness
uniprotkb:Q9UHP9	Nonsyndromic deafness
uniprotkb:A0A024RBY1	Nonsyndromic deafness
uniprotkb:Q12778	Keratoconus
uniprotkb:Q12778	Cancer
uniprotkb:Q8N0V5	Cataract
uniprotkb:B7ZBL3	Cataract
uniprotkb:E5RH11	Retinitis pigmentosa
uniprotkb:E5RGH7	Retinitis pigmentosa
uniprotkb:E5RJN0	Retinitis pigmentosa
uniprotkb:E5RJC4	Retinitis pigmentosa
uniprotkb:E5RH11	Mucopolysaccharidosis
uniprotkb:E5RGH7	Mucopolysaccharidosis
uniprotkb:E5RJN0	Mucopolysaccharidosis
uniprotkb:E5RJC4	Mucopolysaccharidosis
uniprotkb:D6RC49	Neurodegenerative disease
uniprotkb:Q13507	Neurodegenerative disease
uniprotkb:J3QTB0	Neurodegenerative disease
uniprotkb:D6R902	Neurodegenerative disease
uniprotkb:D6RC49	Autosomal dominant cerebellar ataxia
uniprotkb:Q13507	Autosomal dominant cerebellar ataxia
uniprotkb:J3QTB0	Autosomal dominant cerebellar ataxia
uniprotkb:D6R902	Autosomal dominant cerebellar ataxia
uniprotkb:P61960	Leukodystrophy
uniprotkb:Q9BVA0	Lissencephaly
uniprotkb:H3BPD8	Lissencephaly
uniprotkb:H3BTV8	Lissencephaly
uniprotkb:H3BT67	Lissencephaly
uniprotkb:H3BPK1	Lissencephaly
uniprotkb:D6RAP4	Neurodegenerative disease
uniprotkb:Q06265	Neurodegenerative disease
uniprotkb:D6RIY6	Neurodegenerative disease
uniprotkb:D6RA17	Neurodegenerative disease
uniprotkb:D6R905	Neurodegenerative disease
uniprotkb:D6RF18	Klinefelter syndrome
uniprotkb:D6R972	Klinefelter syndrome
uniprotkb:Q8TB73	Klinefelter syndrome
uniprotkb:D6RF18	Kallmann syndrome
uniprotkb:D6R972	Kallmann syndrome
uniprotkb:Q8TB73	Kallmann syndrome
uniprotkb:P15291	Congenital disorder of glycosylation
uniprotkb:Q86XA6	Congenital disorder of glycosylation
uniprotkb:P15924	Idiopathic pulmonary fibrosis
uniprotkb:P15924	Arrhythmogenic right ventricular cardiomyopathy
uniprotkb:P15924	Cardiomyopathy
uniprotkb:P15924	Epidermolysis bullosa
uniprotkb:P15924	Palmoplantar keratosis
uniprotkb:O15198	Primary pulmonary hypertension
uniprotkb:A0A7I2R5A4	Primary pulmonary hypertension
uniprotkb:A0A024RDR3	Primary pulmonary hypertension
uniprotkb:P46019	Glycogen storage disease
uniprotkb:H0Y5Z0	Juvenile rheumatoid arthritis
uniprotkb:Q5W006	Juvenile rheumatoid arthritis
uniprotkb:P01589	Juvenile rheumatoid arthritis
uniprotkb:Q5W005	Juvenile rheumatoid arthritis
uniprotkb:A0A8V8TMM2	Juvenile rheumatoid arthritis
uniprotkb:H0Y5Z0	Rheumatoid arthritis
uniprotkb:Q5W006	Rheumatoid arthritis
uniprotkb:P01589	Rheumatoid arthritis
uniprotkb:Q5W005	Rheumatoid arthritis
uniprotkb:A0A8V8TMM2	Rheumatoid arthritis
uniprotkb:H0Y5Z0	Diabetes mellitus
uniprotkb:Q5W006	Diabetes mellitus
uniprotkb:P01589	Diabetes mellitus
uniprotkb:Q5W005	Diabetes mellitus
uniprotkb:A0A8V8TMM2	Diabetes mellitus
uniprotkb:H0Y5Z0	Type 1 diabetes mellitus
uniprotkb:Q5W006	Type 1 diabetes mellitus
uniprotkb:P01589	Type 1 diabetes mellitus
uniprotkb:Q5W005	Type 1 diabetes mellitus
uniprotkb:A0A8V8TMM2	Type 1 diabetes mellitus
uniprotkb:H0Y5Z0	Alopecia areata
uniprotkb:Q5W006	Alopecia areata
uniprotkb:P01589	Alopecia areata
uniprotkb:Q5W005	Alopecia areata
uniprotkb:A0A8V8TMM2	Alopecia areata
uniprotkb:P02538	Palmoplantar keratosis
uniprotkb:A0A0S2Z428	Palmoplantar keratosis
uniprotkb:A0A096LPG3	Epilepsy
uniprotkb:A0A096LP32	Epilepsy
uniprotkb:A0A096LNR9	Epilepsy
uniprotkb:O76039	Epilepsy
uniprotkb:A0A1B0GUM4	Epilepsy
uniprotkb:A0A669KBC2	Epilepsy
uniprotkb:A0A1B0GTX4	Epilepsy
uniprotkb:Q6UWY0	Mucopolysaccharidosis
uniprotkb:E9PGI0	Mucopolysaccharidosis
uniprotkb:D6R9F9	Mucopolysaccharidosis
uniprotkb:H0Y9F6	Mucopolysaccharidosis
uniprotkb:D6RBR4	Mucopolysaccharidosis
uniprotkb:Q02763	Glaucoma
uniprotkb:B5A954	Glaucoma
uniprotkb:E5RIV9	Glaucoma
uniprotkb:P39210	Charcot-Marie-Tooth disease
uniprotkb:C9J473	Charcot-Marie-Tooth disease
uniprotkb:B5MCF8	Charcot-Marie-Tooth disease
uniprotkb:A8MTD3	Charcot-Marie-Tooth disease
uniprotkb:B5MC53	Charcot-Marie-Tooth disease
uniprotkb:G5E9F5	Charcot-Marie-Tooth disease
uniprotkb:B5MC10	Charcot-Marie-Tooth disease
uniprotkb:F8WEL3	Charcot-Marie-Tooth disease
uniprotkb:A0A0S2Z3Z9	Charcot-Marie-Tooth disease
uniprotkb:E7EX18	Charcot-Marie-Tooth disease
uniprotkb:A8MPV4	Charcot-Marie-Tooth disease
uniprotkb:P39210	Charcot-Marie-Tooth disease
uniprotkb:C9J473	Charcot-Marie-Tooth disease
uniprotkb:B5MCF8	Charcot-Marie-Tooth disease
uniprotkb:A8MTD3	Charcot-Marie-Tooth disease
uniprotkb:B5MC53	Charcot-Marie-Tooth disease
uniprotkb:G5E9F5	Charcot-Marie-Tooth disease
uniprotkb:B5MC10	Charcot-Marie-Tooth disease
uniprotkb:F8WEL3	Charcot-Marie-Tooth disease
uniprotkb:A0A0S2Z3Z9	Charcot-Marie-Tooth disease
uniprotkb:E7EX18	Charcot-Marie-Tooth disease
uniprotkb:A8MPV4	Charcot-Marie-Tooth disease
uniprotkb:P39210	Neurodegenerative disease
uniprotkb:C9J473	Neurodegenerative disease
uniprotkb:B5MCF8	Neurodegenerative disease
uniprotkb:A8MTD3	Neurodegenerative disease
uniprotkb:B5MC53	Neurodegenerative disease
uniprotkb:G5E9F5	Neurodegenerative disease
uniprotkb:B5MC10	Neurodegenerative disease
uniprotkb:F8WEL3	Neurodegenerative disease
uniprotkb:A0A0S2Z3Z9	Neurodegenerative disease
uniprotkb:E7EX18	Neurodegenerative disease
uniprotkb:A8MPV4	Neurodegenerative disease
uniprotkb:P39210	Neuropathy
uniprotkb:C9J473	Neuropathy
uniprotkb:B5MCF8	Neuropathy
uniprotkb:A8MTD3	Neuropathy
uniprotkb:B5MC53	Neuropathy
uniprotkb:G5E9F5	Neuropathy
uniprotkb:B5MC10	Neuropathy
uniprotkb:F8WEL3	Neuropathy
uniprotkb:A0A0S2Z3Z9	Neuropathy
uniprotkb:E7EX18	Neuropathy
uniprotkb:A8MPV4	Neuropathy
uniprotkb:V9GXZ2	Keratoconus
uniprotkb:Q8NBS3	Keratoconus
uniprotkb:A0A2R8Y6X5	Keratoconus
uniprotkb:A0A2R8YFD9	Keratoconus
uniprotkb:V9GYK6	Keratoconus
uniprotkb:A0A2R8Y4A6	Keratoconus
uniprotkb:A0A2R8Y7S1	Keratoconus
uniprotkb:Q6T4R5	Cataract
uniprotkb:A0A087WU78	Cataract
uniprotkb:A0A3B3ITB2	Cataract
uniprotkb:A0A0S2Z423	Epilepsy
uniprotkb:Q9BY32	Epilepsy
uniprotkb:A0A0S2Z3W7	Epilepsy
uniprotkb:A0A8V8TQQ4	Prostate cancer
uniprotkb:P51587	Prostate cancer
uniprotkb:A0A7P0TAP7	Prostate cancer
uniprotkb:A0A7P0T9D7	Prostate cancer
uniprotkb:A0A8V8TQQ4	Fanconi anemia
uniprotkb:P51587	Fanconi anemia
uniprotkb:A0A7P0TAP7	Fanconi anemia
uniprotkb:A0A7P0T9D7	Fanconi anemia
uniprotkb:A0A8V8TQQ4	Fanconi anemia
uniprotkb:P51587	Fanconi anemia
uniprotkb:A0A7P0TAP7	Fanconi anemia
uniprotkb:A0A7P0T9D7	Fanconi anemia
uniprotkb:A0A8V8TQQ4	Breast cancer
uniprotkb:P51587	Breast cancer
uniprotkb:A0A7P0TAP7	Breast cancer
uniprotkb:A0A7P0T9D7	Breast cancer
uniprotkb:A0A8V8TQQ4	Cancer
uniprotkb:P51587	Cancer
uniprotkb:A0A7P0TAP7	Cancer
uniprotkb:A0A7P0T9D7	Cancer
uniprotkb:A0A8V8TQQ4	Ovarian cancer
uniprotkb:P51587	Ovarian cancer
uniprotkb:A0A7P0TAP7	Ovarian cancer
uniprotkb:A0A7P0T9D7	Ovarian cancer
uniprotkb:A0A8V8TQQ4	Cholangiocarcinoma
uniprotkb:P51587	Cholangiocarcinoma
uniprotkb:A0A7P0TAP7	Cholangiocarcinoma
uniprotkb:A0A7P0T9D7	Cholangiocarcinoma
uniprotkb:Q9Y6C2	Neurodegenerative disease
uniprotkb:Q9Y6C2	Neuropathy
uniprotkb:A0A6Q8PH64	Cancer
uniprotkb:P42568	Cancer
uniprotkb:A0A0S2Z448	Cancer
uniprotkb:A0A0D9SF09	Cancer
uniprotkb:B1APT5	Cancer
uniprotkb:Q5JUA9	Dystonia
uniprotkb:Q9H269	Dystonia
uniprotkb:Q5JUB0	Dystonia
uniprotkb:A0A1B0GU19	Epilepsy
uniprotkb:A0A0U1RQF5	Epilepsy
uniprotkb:A0A0U1RQW8	Epilepsy
uniprotkb:A0A2K4ZA02	Epilepsy
uniprotkb:P37287	Epilepsy
uniprotkb:A8K382	Epilepsy
uniprotkb:B3KUV7	Epilepsy
uniprotkb:A0A0U1RRE8	Epilepsy
uniprotkb:A0A1B0GVE5	Epilepsy
uniprotkb:A0A0U1RQM9	Epilepsy
uniprotkb:Q71RH2	cone-rod dystrophy
uniprotkb:H3BUM7	cone-rod dystrophy
uniprotkb:F1T0F5	cone-rod dystrophy
uniprotkb:H3BUS2	cone-rod dystrophy
uniprotkb:H3BST4	cone-rod dystrophy
uniprotkb:P02458	Cataract
uniprotkb:P49589	Cancer
uniprotkb:E9PRS8	Cancer
uniprotkb:B4DKY1	Cancer
uniprotkb:C9JLN0	Cancer
uniprotkb:E9PLP0	Cancer
uniprotkb:A0A024RCG3	Cancer
uniprotkb:E9PRM7	Lung cancer
uniprotkb:Q96BI1	Lung cancer
uniprotkb:A0A0J9YWM3	Lung cancer
uniprotkb:A0A024RCG2	Lung cancer
uniprotkb:E9PMN7	Lung cancer
uniprotkb:A0A0J9YXN9	Lung cancer
uniprotkb:Q9NYK1	Systemic lupus erythematosus
uniprotkb:B2R9N9	Systemic lupus erythematosus
uniprotkb:Q16637	Neurodegenerative disease
uniprotkb:B4DP61	Neurodegenerative disease
uniprotkb:E7EQZ4	Neurodegenerative disease
uniprotkb:H0YBZ9	Neurodegenerative disease
uniprotkb:Q16637	Amyotrophic lateral sclerosis
uniprotkb:B4DP61	Amyotrophic lateral sclerosis
uniprotkb:E7EQZ4	Amyotrophic lateral sclerosis
uniprotkb:H0YBZ9	Amyotrophic lateral sclerosis
uniprotkb:Q99217	Amelogenesis imperfecta
uniprotkb:Q99217	Amelogenesis imperfecta
uniprotkb:Q13227	Cancer
uniprotkb:I3L1H4	Cancer
uniprotkb:I3L4X7	Cancer
uniprotkb:Q16637	Neurodegenerative disease
uniprotkb:B4DP61	Neurodegenerative disease
uniprotkb:E7EQZ4	Neurodegenerative disease
uniprotkb:H0YBZ9	Neurodegenerative disease
uniprotkb:A0A8I5KYG9	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KW56	Charcot-Marie-Tooth disease
uniprotkb:A0A8J8YTQ8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KY61	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KXN1	Charcot-Marie-Tooth disease
uniprotkb:O95248	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KNQ5	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KX98	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KR05	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KS51	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KT25	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KS44	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KVL6	Charcot-Marie-Tooth disease
uniprotkb:H0Y5W8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KS68	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KWB4	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KUE4	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KUS0	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5QKT8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KU87	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KTI7	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KRX8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KTN1	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KT60	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KVF2	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KXX8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KXH4	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KPS7	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KY28	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KYG9	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KW56	Charcot-Marie-Tooth disease
uniprotkb:A0A8J8YTQ8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KY61	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KXN1	Charcot-Marie-Tooth disease
uniprotkb:O95248	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KNQ5	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KX98	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KR05	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KS51	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KT25	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KS44	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KVL6	Charcot-Marie-Tooth disease
uniprotkb:H0Y5W8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KS68	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KWB4	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KUE4	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KUS0	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5QKT8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KU87	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KTI7	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KRX8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KTN1	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KT60	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KVF2	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KXX8	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KXH4	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KPS7	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KY28	Charcot-Marie-Tooth disease
uniprotkb:A0A8I5KYG9	Neurodegenerative disease
uniprotkb:A0A8I5KW56	Neurodegenerative disease
uniprotkb:A0A8J8YTQ8	Neurodegenerative disease
uniprotkb:A0A8I5KY61	Neurodegenerative disease
uniprotkb:A0A8I5KXN1	Neurodegenerative disease
uniprotkb:O95248	Neurodegenerative disease
uniprotkb:A0A8I5KNQ5	Neurodegenerative disease
uniprotkb:A0A8I5KX98	Neurodegenerative disease
uniprotkb:A0A8I5KR05	Neurodegenerative disease
uniprotkb:A0A8I5KS51	Neurodegenerative disease
uniprotkb:A0A8I5KT25	Neurodegenerative disease
uniprotkb:A0A8I5KS44	Neurodegenerative disease
uniprotkb:A0A8I5KVL6	Neurodegenerative disease
uniprotkb:H0Y5W8	Neurodegenerative disease
uniprotkb:A0A8I5KS68	Neurodegenerative disease
uniprotkb:A0A8I5KWB4	Neurodegenerative disease
uniprotkb:A0A8I5KUE4	Neurodegenerative disease
uniprotkb:A0A8I5KUS0	Neurodegenerative disease
uniprotkb:A0A8I5QKT8	Neurodegenerative disease
uniprotkb:A0A8I5KU87	Neurodegenerative disease
uniprotkb:A0A8I5KTI7	Neurodegenerative disease
uniprotkb:A0A8I5KRX8	Neurodegenerative disease
uniprotkb:A0A8I5KTN1	Neurodegenerative disease
uniprotkb:A0A8I5KT60	Neurodegenerative disease
uniprotkb:A0A8I5KVF2	Neurodegenerative disease
uniprotkb:A0A8I5KXX8	Neurodegenerative disease
uniprotkb:A0A8I5KXH4	Neurodegenerative disease
uniprotkb:A0A8I5KPS7	Neurodegenerative disease
uniprotkb:A0A8I5KY28	Neurodegenerative disease
uniprotkb:A0A8I5KYG9	Neuropathy
uniprotkb:A0A8I5KW56	Neuropathy
uniprotkb:A0A8J8YTQ8	Neuropathy
uniprotkb:A0A8I5KY61	Neuropathy
uniprotkb:A0A8I5KXN1	Neuropathy
uniprotkb:O95248	Neuropathy
uniprotkb:A0A8I5KNQ5	Neuropathy
uniprotkb:A0A8I5KX98	Neuropathy
uniprotkb:A0A8I5KR05	Neuropathy
uniprotkb:A0A8I5KS51	Neuropathy
uniprotkb:A0A8I5KT25	Neuropathy
uniprotkb:A0A8I5KS44	Neuropathy
uniprotkb:A0A8I5KVL6	Neuropathy
uniprotkb:H0Y5W8	Neuropathy
uniprotkb:A0A8I5KS68	Neuropathy
uniprotkb:A0A8I5KWB4	Neuropathy
uniprotkb:A0A8I5KUE4	Neuropathy
uniprotkb:A0A8I5KUS0	Neuropathy
uniprotkb:A0A8I5QKT8	Neuropathy
uniprotkb:A0A8I5KU87	Neuropathy
uniprotkb:A0A8I5KTI7	Neuropathy
uniprotkb:A0A8I5KRX8	Neuropathy
uniprotkb:A0A8I5KTN1	Neuropathy
uniprotkb:A0A8I5KT60	Neuropathy
uniprotkb:A0A8I5KVF2	Neuropathy
uniprotkb:A0A8I5KXX8	Neuropathy
uniprotkb:A0A8I5KXH4	Neuropathy
uniprotkb:A0A8I5KPS7	Neuropathy
uniprotkb:A0A8I5KY28	Neuropathy
uniprotkb:Q9Y244	Palmoplantar keratosis
uniprotkb:A0A1W2PS02	Palmoplantar keratosis
uniprotkb:A0A8V8TLM3	Palmoplantar keratosis
uniprotkb:A0A8V8TMM8	Palmoplantar keratosis
uniprotkb:O43837	Retinitis pigmentosa
uniprotkb:A0A087WZN1	Retinitis pigmentosa
uniprotkb:A0A087X2E5	Retinitis pigmentosa
uniprotkb:O43837	Retinitis pigmentosa
uniprotkb:A0A087WZN1	Retinitis pigmentosa
uniprotkb:A0A087X2E5	Retinitis pigmentosa
uniprotkb:Q99801	Cancer
uniprotkb:O94986	Microcephaly
uniprotkb:H0YN91	Microcephaly
uniprotkb:A0A075B719	Microcephaly
uniprotkb:H0YMG1	Microcephaly
uniprotkb:Q15306	Melanoma
uniprotkb:A0A8Q3WLQ3	Melanoma
uniprotkb:F2Z3D5	Melanoma
uniprotkb:A0A8Q3WLL3	Melanoma
uniprotkb:H0YKC5	Diabetes mellitus
uniprotkb:P33316	Diabetes mellitus
uniprotkb:A0A0C4DGL3	Diabetes mellitus
uniprotkb:H0YNJ9	Diabetes mellitus
uniprotkb:H0YKI0	Diabetes mellitus
uniprotkb:H0YNW5	Diabetes mellitus
uniprotkb:H0YMP1	Diabetes mellitus
uniprotkb:H0YMM5	Diabetes mellitus
uniprotkb:B1APQ0	Neurodegenerative disease
uniprotkb:Q5JRX3	Neurodegenerative disease
uniprotkb:A0A7I2V3L7	Neurodegenerative disease
uniprotkb:B4DEU0	Neurodegenerative disease
uniprotkb:A0A7I2V2T0	Neurodegenerative disease
uniprotkb:A0A7I2YQX5	Neurodegenerative disease
uniprotkb:A0A7I2V397	Neurodegenerative disease
uniprotkb:B1APQ1	Neurodegenerative disease
uniprotkb:A0A7I2V3X0	Neurodegenerative disease
uniprotkb:A0A7I2V449	Neurodegenerative disease
uniprotkb:A0A7I2V5R2	Neurodegenerative disease
uniprotkb:A0A7I2V5C6	Neurodegenerative disease
uniprotkb:A0A7I2V4X7	Neurodegenerative disease
uniprotkb:A0A0A0MRX9	Neurodegenerative disease
uniprotkb:A0A7I2YQT2	Neurodegenerative disease
uniprotkb:A0A7I2V5K2	Neurodegenerative disease
uniprotkb:A0A7I2V3B6	Neurodegenerative disease
uniprotkb:A0A7I2V5H2	Neurodegenerative disease
uniprotkb:H0Y4F7	Neurodegenerative disease
uniprotkb:Q7L099	Cancer
uniprotkb:D6REM9	Cancer
uniprotkb:D6RCQ1	Cancer
uniprotkb:D6RH24	Cancer
uniprotkb:P52945	maturity-onset diabetes of the young
uniprotkb:P52945	Diabetes mellitus
uniprotkb:Q9NZN9	cone-rod dystrophy
uniprotkb:J3KPI5	cone-rod dystrophy
uniprotkb:F1T0C4	cone-rod dystrophy
uniprotkb:F1T0B5	cone-rod dystrophy
uniprotkb:Q7Z3H1	cone-rod dystrophy
uniprotkb:F1T0B6	cone-rod dystrophy
uniprotkb:I3L3R9	cone-rod dystrophy
uniprotkb:Q9NZN9	Leber congenital amaurosis
uniprotkb:J3KPI5	Leber congenital amaurosis
uniprotkb:F1T0C4	Leber congenital amaurosis
uniprotkb:F1T0B5	Leber congenital amaurosis
uniprotkb:Q7Z3H1	Leber congenital amaurosis
uniprotkb:F1T0B6	Leber congenital amaurosis
uniprotkb:I3L3R9	Leber congenital amaurosis
uniprotkb:Q9NZN9	Leber congenital amaurosis
uniprotkb:J3KPI5	Leber congenital amaurosis
uniprotkb:F1T0C4	Leber congenital amaurosis
uniprotkb:F1T0B5	Leber congenital amaurosis
uniprotkb:Q7Z3H1	Leber congenital amaurosis
uniprotkb:F1T0B6	Leber congenital amaurosis
uniprotkb:I3L3R9	Leber congenital amaurosis
uniprotkb:P53805	Rheumatoid arthritis
uniprotkb:Q6FGP2	Rheumatoid arthritis
uniprotkb:E9PDJ2	Rheumatoid arthritis
uniprotkb:V9GYW9	Rheumatoid arthritis
uniprotkb:E9PD55	Rheumatoid arthritis
uniprotkb:P18827	ITM2B-related cerebral amyloid angiopathy 1
uniprotkb:F8WCX9	ITM2B-related cerebral amyloid angiopathy 1
uniprotkb:E9PHH3	ITM2B-related cerebral amyloid angiopathy 1
uniprotkb:H7C1K4	ITM2B-related cerebral amyloid angiopathy 1
uniprotkb:P18827	ITM2B-related cerebral amyloid angiopathy 2
uniprotkb:F8WCX9	ITM2B-related cerebral amyloid angiopathy 2
uniprotkb:E9PHH3	ITM2B-related cerebral amyloid angiopathy 2
uniprotkb:H7C1K4	ITM2B-related cerebral amyloid angiopathy 2
uniprotkb:P07101	Parkinson's disease
uniprotkb:E7EQI0	Parkinson's disease
uniprotkb:F8W8M5	Parkinson's disease
uniprotkb:P07101	Dystonia
uniprotkb:E7EQI0	Dystonia
uniprotkb:F8W8M5	Dystonia
uniprotkb:Q5JXT2	Neurodegenerative disease
uniprotkb:O00567	Neurodegenerative disease
uniprotkb:A0A494C128	Neurodegenerative disease
uniprotkb:Q5JXT2	Autosomal dominant cerebellar ataxia
uniprotkb:O00567	Autosomal dominant cerebellar ataxia
uniprotkb:A0A494C128	Autosomal dominant cerebellar ataxia
uniprotkb:A0A8V8TNU5	Rheumatoid arthritis
uniprotkb:A0A8V8TNI8	Rheumatoid arthritis
uniprotkb:Q5FC02	Rheumatoid arthritis
uniprotkb:D6RH03	Rheumatoid arthritis
uniprotkb:P40189	Rheumatoid arthritis
uniprotkb:Q5FC05	Rheumatoid arthritis
uniprotkb:Q5FC07	Rheumatoid arthritis
uniprotkb:A0A0A0N0L5	Rheumatoid arthritis
uniprotkb:A0A8V8TNI4	Rheumatoid arthritis
uniprotkb:A0A8V8TM11	Rheumatoid arthritis
uniprotkb:A0A8V8TMJ4	Rheumatoid arthritis
uniprotkb:A0A494BZU0	Rheumatoid arthritis
uniprotkb:A0A0A0N0L2	Rheumatoid arthritis
uniprotkb:A0A8V8TMJ9	Rheumatoid arthritis
uniprotkb:D6RBL0	Congenital disorder of glycosylation
uniprotkb:Q9HC07	Congenital disorder of glycosylation
uniprotkb:D6RD79	Congenital disorder of glycosylation
uniprotkb:H0YJ46	Cataract
uniprotkb:G3V2G6	Cataract
uniprotkb:Q8TC12	Cataract
uniprotkb:G3V510	Cataract
uniprotkb:G3V3K0	Cataract
uniprotkb:A0A0S2Z583	Cataract
uniprotkb:G3V234	Cataract
uniprotkb:O43593	Hypotrichosis
uniprotkb:Q16585	limb-girdle muscular dystrophy
uniprotkb:Q5U0N0	limb-girdle muscular dystrophy
uniprotkb:H0YA15	limb-girdle muscular dystrophy
uniprotkb:Q16585	limb-girdle muscular dystrophy
uniprotkb:Q5U0N0	limb-girdle muscular dystrophy
uniprotkb:H0YA15	limb-girdle muscular dystrophy
uniprotkb:Q6W5P4	Asthma
uniprotkb:A0A090N8Z1	Asthma
uniprotkb:A0A1B0GTR9	Cancer
uniprotkb:O60674	Cancer
uniprotkb:A0A1B0GVR5	Cancer
uniprotkb:A0A1B0GTR9	Crohn's disease
uniprotkb:O60674	Crohn's disease
uniprotkb:A0A1B0GVR5	Crohn's disease
